Entity,Code,Day,total_vaccinations
Singapore,SGP,2021-04-03,1518000
Singapore,SGP,2021-04-06,1667522
Slovakia,SVK,2021-01-04,0
Slovakia,SVK,2021-01-05,425
Slovakia,SVK,2021-01-06,6618
Slovakia,SVK,2021-01-07,13661
Slovakia,SVK,2021-01-08,20702
Slovakia,SVK,2021-01-09,22311
Slovakia,SVK,2021-01-10,25356
Slovakia,SVK,2021-01-11,29411
Slovakia,SVK,2021-01-12,39977
Slovakia,SVK,2021-01-13,46727
Slovakia,SVK,2021-01-14,54183
Slovakia,SVK,2021-01-15,62037
Slovakia,SVK,2021-01-16,63399
Slovakia,SVK,2021-01-17,63453
Slovakia,SVK,2021-01-18,72421
Slovakia,SVK,2021-01-19,80372
Slovakia,SVK,2021-01-20,88254
Slovakia,SVK,2021-01-21,95573
Slovakia,SVK,2021-01-22,102343
Slovakia,SVK,2021-01-23,102619
Slovakia,SVK,2021-01-24,102619
Slovakia,SVK,2021-01-25,111580
Slovakia,SVK,2021-01-26,118808
Slovakia,SVK,2021-01-27,125871
Slovakia,SVK,2021-01-28,135743
Slovakia,SVK,2021-01-29,147542
Slovakia,SVK,2021-01-30,148934
Slovakia,SVK,2021-01-31,149215
Slovakia,SVK,2021-02-01,160975
Slovakia,SVK,2021-02-02,173232
Slovakia,SVK,2021-02-03,184937
Slovakia,SVK,2021-02-04,199358
Slovakia,SVK,2021-02-05,214403
Slovakia,SVK,2021-02-06,217187
Slovakia,SVK,2021-02-07,217367
Slovakia,SVK,2021-02-08,228649
Slovakia,SVK,2021-02-09,243508
Slovakia,SVK,2021-02-10,256569
Slovakia,SVK,2021-02-11,270359
Slovakia,SVK,2021-02-12,284447
Slovakia,SVK,2021-02-13,288756
Slovakia,SVK,2021-02-14,299564
Slovakia,SVK,2021-02-15,313087
Slovakia,SVK,2021-02-16,324419
Slovakia,SVK,2021-02-17,336037
Slovakia,SVK,2021-02-18,347228
Slovakia,SVK,2021-02-19,360405
Slovakia,SVK,2021-02-20,367048
Slovakia,SVK,2021-02-21,373364
Slovakia,SVK,2021-02-22,385880
Slovakia,SVK,2021-02-23,398592
Slovakia,SVK,2021-02-24,411560
Slovakia,SVK,2021-02-25,422641
Slovakia,SVK,2021-02-26,435625
Slovakia,SVK,2021-02-27,445333
Slovakia,SVK,2021-02-28,450899
Slovakia,SVK,2021-03-01,466036
Slovakia,SVK,2021-03-02,481308
Slovakia,SVK,2021-03-03,494641
Slovakia,SVK,2021-03-04,507693
Slovakia,SVK,2021-03-05,520484
Slovakia,SVK,2021-03-06,541336
Slovakia,SVK,2021-03-07,553977
Slovakia,SVK,2021-03-08,567778
Slovakia,SVK,2021-03-09,577784
Slovakia,SVK,2021-03-10,588532
Slovakia,SVK,2021-03-11,606907
Slovakia,SVK,2021-03-12,626327
Slovakia,SVK,2021-03-13,650076
Slovakia,SVK,2021-03-14,666487
Slovakia,SVK,2021-03-15,683995
Slovakia,SVK,2021-03-16,703041
Slovakia,SVK,2021-03-17,722082
Slovakia,SVK,2021-03-18,742317
Slovakia,SVK,2021-03-19,760924
Slovakia,SVK,2021-03-20,781100
Slovakia,SVK,2021-03-21,797180
Slovakia,SVK,2021-03-22,818231
Slovakia,SVK,2021-03-23,840529
Slovakia,SVK,2021-03-24,862242
Slovakia,SVK,2021-03-25,880761
Slovakia,SVK,2021-03-26,899401
Slovakia,SVK,2021-03-27,913890
Slovakia,SVK,2021-03-28,923041
Slovakia,SVK,2021-03-29,942577
Slovakia,SVK,2021-03-30,963502
Slovakia,SVK,2021-03-31,985813
Slovakia,SVK,2021-04-01,1006752
Slovakia,SVK,2021-04-02,1011509
Slovakia,SVK,2021-04-03,1022957
Slovakia,SVK,2021-04-04,1027053
Slovakia,SVK,2021-04-05,1027426
Slovakia,SVK,2021-04-06,1046925
Slovakia,SVK,2021-04-07,1068814
Slovakia,SVK,2021-04-08,1091988
Slovakia,SVK,2021-04-09,1117700
Slovakia,SVK,2021-04-10,1139388
Slovakia,SVK,2021-04-11,1160450
Slovakia,SVK,2021-04-12,1181131
Slovakia,SVK,2021-04-13,1201276
Slovakia,SVK,2021-04-14,1221081
Slovakia,SVK,2021-04-15,1241887
Slovenia,SVN,2020-12-27,6040
Slovenia,SVN,2020-12-28,7587
Slovenia,SVN,2020-12-29,8823
Slovenia,SVN,2020-12-30,9210
Slovenia,SVN,2020-12-31,11063
Slovenia,SVN,2021-01-01,11213
Slovenia,SVN,2021-01-02,11617
Slovenia,SVN,2021-01-03,12172
Slovenia,SVN,2021-01-04,13252
Slovenia,SVN,2021-01-05,15715
Slovenia,SVN,2021-01-06,20993
Slovenia,SVN,2021-01-07,26449
Slovenia,SVN,2021-01-08,29665
Slovenia,SVN,2021-01-09,29919
Slovenia,SVN,2021-01-10,29920
Slovenia,SVN,2021-01-11,30404
Slovenia,SVN,2021-01-12,32208
Slovenia,SVN,2021-01-13,36900
Slovenia,SVN,2021-01-14,43567
Slovenia,SVN,2021-01-15,48481
Slovenia,SVN,2021-01-16,48805
Slovenia,SVN,2021-01-17,48809
Slovenia,SVN,2021-01-18,49036
Slovenia,SVN,2021-01-19,51203
Slovenia,SVN,2021-01-20,55874
Slovenia,SVN,2021-01-21,60576
Slovenia,SVN,2021-01-22,62751
Slovenia,SVN,2021-01-23,63463
Slovenia,SVN,2021-01-24,63612
Slovenia,SVN,2021-01-25,63619
Slovenia,SVN,2021-01-26,65452
Slovenia,SVN,2021-01-27,70501
Slovenia,SVN,2021-01-28,76604
Slovenia,SVN,2021-01-29,81172
Slovenia,SVN,2021-01-30,81288
Slovenia,SVN,2021-01-31,81290
Slovenia,SVN,2021-02-01,81343
Slovenia,SVN,2021-02-02,82457
Slovenia,SVN,2021-02-03,87256
Slovenia,SVN,2021-02-04,94647
Slovenia,SVN,2021-02-05,100289
Slovenia,SVN,2021-02-06,100890
Slovenia,SVN,2021-02-07,100890
Slovenia,SVN,2021-02-08,101288
Slovenia,SVN,2021-02-09,101407
Slovenia,SVN,2021-02-10,104609
Slovenia,SVN,2021-02-11,113192
Slovenia,SVN,2021-02-12,121797
Slovenia,SVN,2021-02-13,122696
Slovenia,SVN,2021-02-14,122728
Slovenia,SVN,2021-02-15,122815
Slovenia,SVN,2021-02-16,123930
Slovenia,SVN,2021-02-17,129461
Slovenia,SVN,2021-02-18,138487
Slovenia,SVN,2021-02-19,145231
Slovenia,SVN,2021-02-20,147769
Slovenia,SVN,2021-02-21,147770
Slovenia,SVN,2021-02-22,148245
Slovenia,SVN,2021-02-23,149772
Slovenia,SVN,2021-02-24,156741
Slovenia,SVN,2021-02-25,167676
Slovenia,SVN,2021-02-26,175441
Slovenia,SVN,2021-02-27,176367
Slovenia,SVN,2021-02-28,176367
Slovenia,SVN,2021-03-01,177505
Slovenia,SVN,2021-03-02,179681
Slovenia,SVN,2021-03-03,187111
Slovenia,SVN,2021-03-04,198398
Slovenia,SVN,2021-03-05,208690
Slovenia,SVN,2021-03-06,210628
Slovenia,SVN,2021-03-07,210628
Slovenia,SVN,2021-03-08,212432
Slovenia,SVN,2021-03-09,216611
Slovenia,SVN,2021-03-10,226209
Slovenia,SVN,2021-03-11,240156
Slovenia,SVN,2021-03-12,253646
Slovenia,SVN,2021-03-13,261969
Slovenia,SVN,2021-03-14,261969
Slovenia,SVN,2021-03-15,263595
Slovenia,SVN,2021-03-16,264645
Slovenia,SVN,2021-03-17,270778
Slovenia,SVN,2021-03-18,280844
Slovenia,SVN,2021-03-19,288311
Slovenia,SVN,2021-03-20,292544
Slovenia,SVN,2021-03-21,292544
Slovenia,SVN,2021-03-22,293672
Slovenia,SVN,2021-03-23,297916
Slovenia,SVN,2021-03-24,307816
Slovenia,SVN,2021-03-25,322190
Slovenia,SVN,2021-03-26,338165
Slovenia,SVN,2021-03-27,345411
Slovenia,SVN,2021-03-28,346672
Slovenia,SVN,2021-03-29,347808
Slovenia,SVN,2021-03-30,355628
Slovenia,SVN,2021-03-31,370234
Slovenia,SVN,2021-04-01,389528
Slovenia,SVN,2021-04-02,401419
Slovenia,SVN,2021-04-03,404404
Slovenia,SVN,2021-04-04,405996
Slovenia,SVN,2021-04-05,405996
Slovenia,SVN,2021-04-06,408806
Slovenia,SVN,2021-04-07,414940
Slovenia,SVN,2021-04-08,430236
Slovenia,SVN,2021-04-09,450329
Slovenia,SVN,2021-04-10,459508
Slovenia,SVN,2021-04-11,461128
Slovenia,SVN,2021-04-12,462971
Slovenia,SVN,2021-04-13,466749
Slovenia,SVN,2021-04-14,478184
Slovenia,SVN,2021-04-15,497032
Solomon Islands,SLB,2021-03-23,0
Solomon Islands,SLB,2021-03-31,2000
South Africa,ZAF,2021-02-16,0
South Africa,ZAF,2021-02-18,2260
South Africa,ZAF,2021-02-19,6524
South Africa,ZAF,2021-02-20,10414
South Africa,ZAF,2021-02-21,15388
South Africa,ZAF,2021-02-22,23059
South Africa,ZAF,2021-02-23,32315
South Africa,ZAF,2021-02-24,41809
South Africa,ZAF,2021-02-25,52647
South Africa,ZAF,2021-02-26,63648
South Africa,ZAF,2021-02-27,67303
South Africa,ZAF,2021-02-28,70527
South Africa,ZAF,2021-03-01,73047
South Africa,ZAF,2021-03-02,76037
South Africa,ZAF,2021-03-03,83570
South Africa,ZAF,2021-03-04,92029
South Africa,ZAF,2021-03-05,100180
South Africa,ZAF,2021-03-06,101573
South Africa,ZAF,2021-03-07,101573
South Africa,ZAF,2021-03-08,101841
South Africa,ZAF,2021-03-09,107054
South Africa,ZAF,2021-03-10,128887
South Africa,ZAF,2021-03-11,138014
South Africa,ZAF,2021-03-12,145215
South Africa,ZAF,2021-03-13,145544
South Africa,ZAF,2021-03-15,147753
South Africa,ZAF,2021-03-16,157286
South Africa,ZAF,2021-03-17,168413
South Africa,ZAF,2021-03-18,177275
South Africa,ZAF,2021-03-19,182983
South Africa,ZAF,2021-03-23,194257
South Africa,ZAF,2021-03-24,207808
South Africa,ZAF,2021-03-25,220129
South Africa,ZAF,2021-03-26,231002
South Africa,ZAF,2021-03-27,231605
South Africa,ZAF,2021-03-29,239665
South Africa,ZAF,2021-03-30,251707
South Africa,ZAF,2021-03-31,263878
South Africa,ZAF,2021-04-01,269102
South Africa,ZAF,2021-04-06,272438
South Africa,ZAF,2021-04-07,278909
South Africa,ZAF,2021-04-08,283629
South Africa,ZAF,2021-04-09,288368
South Africa,ZAF,2021-04-10,288406
South Africa,ZAF,2021-04-12,289787
South Africa,ZAF,2021-04-13,292623
South America,,2020-12-24,420
South America,,2020-12-25,5198
South America,,2020-12-26,8338
South America,,2020-12-27,8649
South America,,2020-12-28,8649
South America,,2020-12-29,9349
South America,,2020-12-30,9349
South America,,2020-12-31,40662
South America,,2021-01-01,40662
South America,,2021-01-02,40662
South America,,2021-01-03,40662
South America,,2021-01-04,48653
South America,,2021-01-05,50096
South America,,2021-01-06,50301
South America,,2021-01-07,50301
South America,,2021-01-08,118244
South America,,2021-01-09,118244
South America,,2021-01-10,118244
South America,,2021-01-11,118244
South America,,2021-01-12,118244
South America,,2021-01-13,178565
South America,,2021-01-14,185479
South America,,2021-01-15,222836
South America,,2021-01-16,222926
South America,,2021-01-17,223038
South America,,2021-01-18,235080
South America,,2021-01-19,264798
South America,,2021-01-20,338354
South America,,2021-01-21,467183
South America,,2021-01-22,590939
South America,,2021-01-23,891298
South America,,2021-01-24,962205
South America,,2021-01-25,1059874
South America,,2021-01-26,1222259
South America,,2021-01-27,1518323
South America,,2021-01-28,1849304
South America,,2021-01-29,2082488
South America,,2021-01-30,2440045
South America,,2021-01-31,2510921
South America,,2021-02-01,2571139
South America,,2021-02-02,2753602
South America,,2021-02-03,3175792
South America,,2021-02-04,3953981
South America,,2021-02-05,4125179
South America,,2021-02-06,4506877
South America,,2021-02-07,4697582
South America,,2021-02-08,4993068
South America,,2021-02-09,5475006
South America,,2021-02-10,6094654
South America,,2021-02-11,6713314
South America,,2021-02-12,7283111
South America,,2021-02-13,7775254
South America,,2021-02-14,7900010
South America,,2021-02-15,8236818
South America,,2021-02-16,8781471
South America,,2021-02-17,9249984
South America,,2021-02-18,9768469
South America,,2021-02-19,10312989
South America,,2021-02-20,10676548
South America,,2021-02-21,10839399
South America,,2021-02-22,11062027
South America,,2021-02-23,11479239
South America,,2021-02-24,11895143
South America,,2021-02-25,12309380
South America,,2021-02-26,12795333
South America,,2021-02-27,13146525
South America,,2021-02-28,13316059
South America,,2021-03-01,13572909
South America,,2021-03-02,14249832
South America,,2021-03-03,15114361
South America,,2021-03-04,16041826
South America,,2021-03-05,16963567
South America,,2021-03-06,17131691
South America,,2021-03-07,17339999
South America,,2021-03-08,17791576
South America,,2021-03-09,18410072
South America,,2021-03-10,19258398
South America,,2021-03-11,20370462
South America,,2021-03-12,21519128
South America,,2021-03-13,22129878
South America,,2021-03-14,22349884
South America,,2021-03-15,23404855
South America,,2021-03-16,24066746
South America,,2021-03-17,25450642
South America,,2021-03-18,26389131
South America,,2021-03-19,27303979
South America,,2021-03-20,27696869
South America,,2021-03-21,27913690
South America,,2021-03-22,28849664
South America,,2021-03-23,30422534
South America,,2021-03-24,31638760
South America,,2021-03-25,32675598
South America,,2021-03-26,33727720
South America,,2021-03-27,34495294
South America,,2021-03-28,34836471
South America,,2021-03-29,35738826
South America,,2021-03-30,36500974
South America,,2021-03-31,38085107
South America,,2021-04-01,38683813
South America,,2021-04-02,40444110
South America,,2021-04-03,40902069
South America,,2021-04-04,41119477
South America,,2021-04-05,42492282
South America,,2021-04-06,43871679
South America,,2021-04-07,45926504
South America,,2021-04-08,47379770
South America,,2021-04-09,48756965
South America,,2021-04-10,50074323
South America,,2021-04-11,50454537
South America,,2021-04-12,51781001
South America,,2021-04-13,55657775
South America,,2021-04-14,57225447
South America,,2021-04-15,58573776
South Korea,KOR,2021-02-25,0
South Korea,KOR,2021-02-26,18489
South Korea,KOR,2021-02-27,20322
South Korea,KOR,2021-02-28,21177
South Korea,KOR,2021-03-02,87428
South Korea,KOR,2021-03-03,154421
South Korea,KOR,2021-03-04,225853
South Korea,KOR,2021-03-05,296380
South Korea,KOR,2021-03-06,314656
South Korea,KOR,2021-03-07,316865
South Korea,KOR,2021-03-08,383346
South Korea,KOR,2021-03-09,446941
South Korea,KOR,2021-03-10,500635
South Korea,KOR,2021-03-11,546277
South Korea,KOR,2021-03-12,583658
South Korea,KOR,2021-03-13,587884
South Korea,KOR,2021-03-14,588958
South Korea,KOR,2021-03-15,602150
South Korea,KOR,2021-03-16,621734
South Korea,KOR,2021-03-17,641331
South Korea,KOR,2021-03-18,659475
South Korea,KOR,2021-03-19,675426
South Korea,KOR,2021-03-20,676900
South Korea,KOR,2021-03-21,677200
South Korea,KOR,2021-03-22,681443
South Korea,KOR,2021-03-23,705110
South Korea,KOR,2021-03-24,735815
South Korea,KOR,2021-03-25,771284
South Korea,KOR,2021-03-26,797506
South Korea,KOR,2021-03-27,799090
South Korea,KOR,2021-03-28,799198
South Korea,KOR,2021-03-29,828599
South Korea,KOR,2021-03-30,860387
South Korea,KOR,2021-03-31,889546
South Korea,KOR,2021-04-01,933924
South Korea,KOR,2021-04-02,979936
South Korea,KOR,2021-04-03,989381
South Korea,KOR,2021-04-04,990094
South Korea,KOR,2021-04-05,1027561
South Korea,KOR,2021-04-06,1072480
South Korea,KOR,2021-04-07,1118221
South Korea,KOR,2021-04-08,1165802
South Korea,KOR,2021-04-09,1207482
South Korea,KOR,2021-04-10,1217460
South Korea,KOR,2021-04-11,1217766
South Korea,KOR,2021-04-12,1255899
South Korea,KOR,2021-04-13,1299632
South Korea,KOR,2021-04-14,1346478
South Korea,KOR,2021-04-15,1440224
South Sudan,SSD,2021-04-05,0
South Sudan,SSD,2021-04-15,947
Spain,ESP,2021-01-04,82834
Spain,ESP,2021-01-05,139339
Spain,ESP,2021-01-07,207323
Spain,ESP,2021-01-08,277976
Spain,ESP,2021-01-11,406091
Spain,ESP,2021-01-12,488122
Spain,ESP,2021-01-13,581638
Spain,ESP,2021-01-14,676186
Spain,ESP,2021-01-15,768950
Spain,ESP,2021-01-18,897942
Spain,ESP,2021-01-19,966097
Spain,ESP,2021-01-20,1025937
Spain,ESP,2021-01-21,1103301
Spain,ESP,2021-01-22,1165825
Spain,ESP,2021-01-24,1237593
Spain,ESP,2021-01-25,1291216
Spain,ESP,2021-01-26,1356461
Spain,ESP,2021-01-27,1395618
Spain,ESP,2021-01-28,1474189
Spain,ESP,2021-01-31,1609261
Spain,ESP,2021-02-01,1673054
Spain,ESP,2021-02-02,1764778
Spain,ESP,2021-02-03,1865342
Spain,ESP,2021-02-04,1988160
Spain,ESP,2021-02-07,2105033
Spain,ESP,2021-02-08,2167241
Spain,ESP,2021-02-09,2233249
Spain,ESP,2021-02-10,2320507
Spain,ESP,2021-02-11,2423045
Spain,ESP,2021-02-14,2561608
Spain,ESP,2021-02-15,2624512
Spain,ESP,2021-02-16,2690457
Spain,ESP,2021-02-17,2782751
Spain,ESP,2021-02-18,2936011
Spain,ESP,2021-02-21,3090351
Spain,ESP,2021-02-22,3165191
Spain,ESP,2021-02-23,3284678
Spain,ESP,2021-02-24,3436158
Spain,ESP,2021-02-25,3605635
Spain,ESP,2021-02-28,3829465
Spain,ESP,2021-03-01,3908734
Spain,ESP,2021-03-02,4059320
Spain,ESP,2021-03-03,4229092
Spain,ESP,2021-03-04,4471577
Spain,ESP,2021-03-07,4712191
Spain,ESP,2021-03-08,4848648
Spain,ESP,2021-03-09,4989505
Spain,ESP,2021-03-10,5172106
Spain,ESP,2021-03-11,5352767
Spain,ESP,2021-03-15,5644895
Spain,ESP,2021-03-16,5742218
Spain,ESP,2021-03-17,5857085
Spain,ESP,2021-03-18,5993363
Spain,ESP,2021-03-22,6321908
Spain,ESP,2021-03-23,6409196
Spain,ESP,2021-03-24,6620093
Spain,ESP,2021-03-25,6839736
Spain,ESP,2021-03-26,7067371
Spain,ESP,2021-03-29,7571439
Spain,ESP,2021-03-30,7736611
Spain,ESP,2021-03-31,8035160
Spain,ESP,2021-04-01,8342155
Spain,ESP,2021-04-03,8548598
Spain,ESP,2021-04-05,8743694
Spain,ESP,2021-04-06,9021001
Spain,ESP,2021-04-07,9357847
Spain,ESP,2021-04-08,9811529
Spain,ESP,2021-04-09,10231825
Spain,ESP,2021-04-12,10784997
Spain,ESP,2021-04-13,11073657
Spain,ESP,2021-04-14,11436073
Spain,ESP,2021-04-15,11885085
Sri Lanka,LKA,2021-01-28,0
Sri Lanka,LKA,2021-01-29,5286
Sri Lanka,LKA,2021-01-30,37825
Sri Lanka,LKA,2021-01-31,59154
Sri Lanka,LKA,2021-02-01,95550
Sri Lanka,LKA,2021-02-02,118767
Sri Lanka,LKA,2021-02-03,139914
Sri Lanka,LKA,2021-02-04,146327
Sri Lanka,LKA,2021-02-05,156310
Sri Lanka,LKA,2021-02-06,160148
Sri Lanka,LKA,2021-02-07,161773
Sri Lanka,LKA,2021-02-08,167762
Sri Lanka,LKA,2021-02-09,174193
Sri Lanka,LKA,2021-02-10,176725
Sri Lanka,LKA,2021-02-11,178087
Sri Lanka,LKA,2021-02-12,179197
Sri Lanka,LKA,2021-02-13,186654
Sri Lanka,LKA,2021-02-14,189349
Sri Lanka,LKA,2021-02-15,192938
Sri Lanka,LKA,2021-02-16,196163
Sri Lanka,LKA,2021-02-17,210405
Sri Lanka,LKA,2021-02-18,233472
Sri Lanka,LKA,2021-02-19,263779
Sri Lanka,LKA,2021-02-20,302857
Sri Lanka,LKA,2021-02-21,338769
Sri Lanka,LKA,2021-02-22,354352
Sri Lanka,LKA,2021-02-23,366907
Sri Lanka,LKA,2021-02-24,393469
Sri Lanka,LKA,2021-02-26,406633
Sri Lanka,LKA,2021-02-27,441976
Sri Lanka,LKA,2021-02-28,466350
Sri Lanka,LKA,2021-03-01,509275
Sri Lanka,LKA,2021-03-02,553821
Sri Lanka,LKA,2021-03-03,599991
Sri Lanka,LKA,2021-03-04,650991
Sri Lanka,LKA,2021-03-05,699521
Sri Lanka,LKA,2021-03-06,724278
Sri Lanka,LKA,2021-03-07,729562
Sri Lanka,LKA,2021-03-08,737062
Sri Lanka,LKA,2021-03-09,743775
Sri Lanka,LKA,2021-03-10,752098
Sri Lanka,LKA,2021-03-11,759548
Sri Lanka,LKA,2021-03-12,760765
Sri Lanka,LKA,2021-03-13,770408
Sri Lanka,LKA,2021-03-14,773011
Sri Lanka,LKA,2021-03-15,784500
Sri Lanka,LKA,2021-03-16,796792
Sri Lanka,LKA,2021-03-17,806449
Sri Lanka,LKA,2021-03-18,815585
Sri Lanka,LKA,2021-03-19,824523
Sri Lanka,LKA,2021-03-20,829220
Sri Lanka,LKA,2021-03-21,829865
Sri Lanka,LKA,2021-03-22,838355
Sri Lanka,LKA,2021-03-27,884164
Sri Lanka,LKA,2021-03-28,894053
Sri Lanka,LKA,2021-03-29,894365
Sri Lanka,LKA,2021-03-30,903467
Sri Lanka,LKA,2021-03-31,913219
Sri Lanka,LKA,2021-04-01,919753
Sri Lanka,LKA,2021-04-02,923954
Sri Lanka,LKA,2021-04-04,924479
Sri Lanka,LKA,2021-04-06,924536
Sri Lanka,LKA,2021-04-07,924687
Sri Lanka,LKA,2021-04-09,925082
Sri Lanka,LKA,2021-04-11,925242
Sudan,SDN,2021-03-10,0
Sudan,SDN,2021-04-05,43122
Sudan,SDN,2021-04-06,63837
Sudan,SDN,2021-04-10,100010
Suriname,SUR,2021-02-22,0
Suriname,SUR,2021-03-19,9196
Suriname,SUR,2021-03-20,11879
Suriname,SUR,2021-03-22,13749
Suriname,SUR,2021-03-23,14716
Suriname,SUR,2021-03-24,15998
Suriname,SUR,2021-03-26,19983
Suriname,SUR,2021-03-27,22377
Suriname,SUR,2021-03-28,23304
Suriname,SUR,2021-03-30,24528
Suriname,SUR,2021-03-31,26057
Suriname,SUR,2021-04-02,27760
Suriname,SUR,2021-04-07,30037
Suriname,SUR,2021-04-09,32614
Suriname,SUR,2021-04-12,33038
Suriname,SUR,2021-04-13,33640
Sweden,SWE,2020-12-27,2251
Sweden,SWE,2021-01-03,15751
Sweden,SWE,2021-01-10,50762
Sweden,SWE,2021-01-17,128499
Sweden,SWE,2021-01-24,240762
Sweden,SWE,2021-01-31,329419
Sweden,SWE,2021-02-07,428420
Sweden,SWE,2021-02-14,543417
Sweden,SWE,2021-02-21,692802
Sweden,SWE,2021-02-28,843991
Sweden,SWE,2021-03-07,1025503
Sweden,SWE,2021-03-14,1241017
Sweden,SWE,2021-03-21,1413944
Sweden,SWE,2021-03-28,1607930
Sweden,SWE,2021-04-04,1843520
Sweden,SWE,2021-04-08,1856666
Sweden,SWE,2021-04-09,1924772
Sweden,SWE,2021-04-13,2119890
Sweden,SWE,2021-04-14,2175221
Sweden,SWE,2021-04-15,2242459
Switzerland,CHE,2021-01-24,197453
Switzerland,CHE,2021-01-25,207360
Switzerland,CHE,2021-01-26,218227
Switzerland,CHE,2021-01-27,259508
Switzerland,CHE,2021-01-28,271819
Switzerland,CHE,2021-01-29,282568
Switzerland,CHE,2021-01-30,284570
Switzerland,CHE,2021-01-31,314350
Switzerland,CHE,2021-02-01,323160
Switzerland,CHE,2021-02-02,333219
Switzerland,CHE,2021-02-03,370777
Switzerland,CHE,2021-02-04,383042
Switzerland,CHE,2021-02-05,394746
Switzerland,CHE,2021-02-06,396835
Switzerland,CHE,2021-02-07,413570
Switzerland,CHE,2021-02-08,425579
Switzerland,CHE,2021-02-09,439252
Switzerland,CHE,2021-02-10,482051
Switzerland,CHE,2021-02-11,496210
Switzerland,CHE,2021-02-12,510209
Switzerland,CHE,2021-02-13,512897
Switzerland,CHE,2021-02-14,542994
Switzerland,CHE,2021-02-15,555945
Switzerland,CHE,2021-02-16,570476
Switzerland,CHE,2021-02-17,612573
Switzerland,CHE,2021-02-18,628966
Switzerland,CHE,2021-02-19,642783
Switzerland,CHE,2021-02-20,645610
Switzerland,CHE,2021-02-21,674681
Switzerland,CHE,2021-02-22,686621
Switzerland,CHE,2021-02-23,700954
Switzerland,CHE,2021-02-24,748992
Switzerland,CHE,2021-02-25,762595
Switzerland,CHE,2021-02-26,775069
Switzerland,CHE,2021-02-27,777409
Switzerland,CHE,2021-02-28,807633
Switzerland,CHE,2021-03-01,820524
Switzerland,CHE,2021-03-02,834410
Switzerland,CHE,2021-03-03,885089
Switzerland,CHE,2021-03-04,901543
Switzerland,CHE,2021-03-05,915238
Switzerland,CHE,2021-03-06,917758
Switzerland,CHE,2021-03-07,951591
Switzerland,CHE,2021-03-08,964374
Switzerland,CHE,2021-03-09,979207
Switzerland,CHE,2021-03-10,1038427
Switzerland,CHE,2021-03-11,1053429
Switzerland,CHE,2021-03-12,1068099
Switzerland,CHE,2021-03-13,1070703
Switzerland,CHE,2021-03-14,1101541
Switzerland,CHE,2021-03-15,1115673
Switzerland,CHE,2021-03-16,1131760
Switzerland,CHE,2021-03-17,1179847
Switzerland,CHE,2021-03-18,1196812
Switzerland,CHE,2021-03-19,1212252
Switzerland,CHE,2021-03-20,1213929
Switzerland,CHE,2021-03-21,1250645
Switzerland,CHE,2021-03-22,1266189
Switzerland,CHE,2021-03-23,1284634
Switzerland,CHE,2021-03-24,1345045
Switzerland,CHE,2021-03-25,1366692
Switzerland,CHE,2021-03-26,1385564
Switzerland,CHE,2021-03-27,1388071
Switzerland,CHE,2021-03-28,1433388
Switzerland,CHE,2021-03-29,1452209
Switzerland,CHE,2021-03-30,1474059
Switzerland,CHE,2021-03-31,1537769
Switzerland,CHE,2021-04-01,1560691
Switzerland,CHE,2021-04-02,1567362
Switzerland,CHE,2021-04-03,1570075
Switzerland,CHE,2021-04-04,1599363
Switzerland,CHE,2021-04-05,1603353
Switzerland,CHE,2021-04-06,1624534
Switzerland,CHE,2021-04-07,1690690
Switzerland,CHE,2021-04-08,1714901
Switzerland,CHE,2021-04-09,1738913
Switzerland,CHE,2021-04-10,1744293
Switzerland,CHE,2021-04-11,1807703
Syria,SYR,2021-03-01,0
Syria,SYR,2021-04-08,2500
Taiwan,TWN,2021-03-21,0
Taiwan,TWN,2021-03-22,1578
Taiwan,TWN,2021-03-23,3218
Taiwan,TWN,2021-03-24,5169
Taiwan,TWN,2021-03-25,7053
Taiwan,TWN,2021-03-26,9232
Taiwan,TWN,2021-03-27,9377
Taiwan,TWN,2021-03-28,9412
Taiwan,TWN,2021-03-29,10891
Taiwan,TWN,2021-03-30,12648
Taiwan,TWN,2021-03-31,14400
Taiwan,TWN,2021-04-01,16450
Taiwan,TWN,2021-04-02,17056
Taiwan,TWN,2021-04-03,17078
Taiwan,TWN,2021-04-04,17078
Taiwan,TWN,2021-04-05,17245
Taiwan,TWN,2021-04-06,18657
Taiwan,TWN,2021-04-07,20075
Taiwan,TWN,2021-04-08,21873
Taiwan,TWN,2021-04-09,24450
Taiwan,TWN,2021-04-10,24658
Taiwan,TWN,2021-04-11,24701
Taiwan,TWN,2021-04-12,25882
Taiwan,TWN,2021-04-13,27113
Thailand,THA,2021-02-27,0
Thailand,THA,2021-03-01,319
Thailand,THA,2021-03-02,7262
Thailand,THA,2021-03-10,33621
Thailand,THA,2021-03-13,53842
Thailand,THA,2021-03-24,102050
Thailand,THA,2021-03-30,180477
Thailand,THA,2021-04-02,231882
Thailand,THA,2021-04-05,294881
Thailand,THA,2021-04-06,323989
Thailand,THA,2021-04-07,391752
Thailand,THA,2021-04-08,466374
Thailand,THA,2021-04-09,537380
Thailand,THA,2021-04-10,555396
Thailand,THA,2021-04-11,570052
Thailand,THA,2021-04-13,579305
Thailand,THA,2021-04-15,586032
Togo,TGO,2021-03-09,0
Togo,TGO,2021-03-24,42092
Togo,TGO,2021-04-08,82753
Togo,TGO,2021-04-13,100000
Trinidad and Tobago,TTO,2021-02-15,0
Trinidad and Tobago,TTO,2021-02-22,440
